-1.1174e-43,-1.9496e-43,-3.4957e-43,-6.4608e-43,-1.2351e-42,-2.4527e-42,-5.0851e-42,-1.1076e-41,-2.5542e-41,-6.2993e-41,-1.6834e-40,-4.9617e-40,-1.654e-39,-6.474e-39,-3.1605e-38,-2.1414e-37,2.9456e-36,0.375,0.625,1.125,1.25,2,2.625,3,3.5,4.125,4.875,5.125,6,6.875,7.375,9,9.719,10.625,12,12,12.5,12.875,12.5,12.875,12.75,12.875,12.5,12.875,12.614,12,12,10.625,10.071,9,7.375,6.875,6.237,5.125,4.875,4.125,3.5,3,2.625,2,1.25,1.125,0.625,0.375,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-1.1417e-43,-1.9856e-43,-3.5666e-43,-6.6562e-43,-1.2862e-42,-2.5171e-42,-5.2873e-42,-1.1474e-41,-2.6564e-41,-6.656e-41,-1.7726e-40,-5.2861e-40,-1.8276e-39,-7.026e-39,-3.545e-38,-2.4997e-37,1.9985e-34,0.33287,0.68773,1.0045,1.2518,1.7978,2.2652,2.5993,3.0219,3.5722,4.0932,4.3607,5.0232,5.5233,6.025,6.61,6.7342,7.4494,8.0054,8.253,8.4808,8.7154,8.9893,9.0522,8.8618,9.0539,9.0047,8.7188,8.5001,8.266,7.9896,7.436,6.783,6.6138,6.0016,5.5047,5.0239,4.3611,4.0947,3.5875,3.02,2.5897,2.2784,1.7971,1.2534,1.0069,0.58076,0.32545,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-1.245e-43,-2.1425e-43,-3.8666e-43,-7.2126e-43,-1.3773e-42,-2.8264e-42,-5.9627e-42,-1.3058e-41,-3.0747e-41,-7.536e-41,-1.9996e-40,-6.7016e-40,-2.2478e-39,-9.3286e-39,-5.0343e-38,-4.1679e-37,9.3546e-07,0.2789,0.58468,0.83818,1.0588,1.3883,1.7138,1.9803,2.2481,2.5987,2.8709,3,3.3309,3.523,3.5945,3.7574,3.8563,3.936,4.1372,4.3651,4.5111,4.5912,4.7665,4.8022,4.7407,4.839,4.7726,4.5935,4.5278,4.3577,4.1453,3.9249,3.8118,3.7548,3.6171,3.5147,3.3323,3.0089,2.8794,2.5875,2.248,1.982,1.7383,1.3895,1.07,0.84565,0.62741,0.27963,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-1.3743e-43,-2.4603e-43,-4.4384e-43,-8.5009e-43,-1.6101e-42,-3.2755e-42,-7.1463e-42,-1.579e-41,-3.9975e-41,-1.0522e-40,-2.8709e-40,-9.161e-40,-3.3503e-39,-1.64e-38,-9.7208e-38,8.0152e-20,0.066813,0.28624,0.48502,0.73182,0.85548,1.0576,1.2695,1.4214,1.6046,1.7532,1.8866,1.9929,2.0928,2.1363,2.1337,2.1504,2.1839,2.2352,2.3411,2.4432,2.513,2.5692,2.6576,2.6951,2.6681,2.6614,2.658,2.5769,2.5151,2.4375,2.3084,2.2408,2.1875,2.1521,2.0946,2.1459,2.0744,1.9918,1.9037,1.7438,1.6044,1.4313,1.2699,1.0451,0.86205,0.73241,0.53989,0.28791,0.057122,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-1.6151e-43,-2.766e-43,-5.327e-43,-1.0027e-42,-2.0653e-42,-4.2785e-42,-9.1414e-42,-2.2476e-41,-5.4714e-41,-1.5936e-40,-4.4146e-40,-1.5486e-39,-6.8212e-39,-4.074e-38,2.0066e-22,1.923e-05,0.13582,0.31492,0.45889,0.56886,0.69121,0.83278,0.93337,1.0156,1.1228,1.2235,1.2703,1.296,1.3192,1.3128,1.3356,1.3432,1.3718,1.4023,1.4418,1.4983,1.5596,1.5752,1.6028,1.6134,1.609,1.6071,1.6076,1.5771,1.5552,1.5169,1.457,1.3966,1.3421,1.3505,1.3106,1.3211,1.3165,1.3038,1.2724,1.182,1.1183,1.0323,0.93812,0.83124,0.69479,0.56615,0.49231,0.31226,0.13505,0.0012203,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-1.9577e-43,-3.7341e-43,-6.7377e-43,-1.3467e-42,-2.7399e-42,-5.9281e-42,-1.251e-41,-3.1009e-41,-8.6289e-41,-2.5951e-40,-9.3231e-40,-3.2797e-39,-3.4187e-38,3.6902e-21,4.5267e-06,0.048776,0.16305,0.30301,0.4252,0.45474,0.55376,0.6348,0.70947,0.76106,0.81103,0.8414,0.85794,0.86038,0.86213,0.87041,0.87878,0.91391,0.94131,0.95355,0.98291,1.0148,1.0168,1.0289,1.0597,1.0655,1.0579,1.0582,1.0438,1.0544,1.0205,1.0029,0.97771,0.94891,0.90824,0.87737,0.88246,0.88048,0.86911,0.85808,0.87913,0.84056,0.80791,0.76214,0.69066,0.64902,0.5707,0.45082,0.37563,0.27244,0.16846,0.043919,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-2.6637e-43,-4.6799e-43,-9.7626e-43,-1.9742e-42,-4.2595e-42,-9.1462e-42,-2.0902e-41,-4.7267e-41,-1.606e-40,-5.9493e-40,-1.886e-39,-5.7917e-38,2.3641e-20,1.0292e-07,0.0089429,0.098674,0.19546,0.25239,0.3314,0.38864,0.44761,0.48993,0.52481,0.55314,0.58288,0.57939,0.58912,0.60166,0.60356,0.61935,0.62028,0.63954,0.66894,0.68115,0.69378,0.69237,0.7218,0.71375,0.73421,0.73932,0.72664,0.71519,0.74873,0.71449,0.71682,0.6906,0.71956,0.68013,0.65075,0.65758,0.62479,0.61359,0.61287,0.59409,0.56335,0.59803,0.56765,0.55701,0.54336,0.4917,0.45469,0.4083,0.31894,0.26212,0.18579,0.093401,0.012823,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-3.7097e-43,-6.7643e-43,-1.3317e-42,-2.9265e-42,-6.7813e-42,-1.5419e-41,-3.7157e-41,-1.1143e-40,-3.576e-40,-1.3889e-39,7.4129e-33,1.1155e-14,1.597e-07,0.0025453,0.051344,0.13863,0.18798,0.23148,0.28877,0.30729,0.35796,0.36074,0.38815,0.39721,0.39498,0.38537,0.42531,0.43385,0.45208,0.46523,0.46793,0.45839,0.49143,0.48559,0.50923,0.50127,0.50583,0.52321,0.51825,0.53507,0.51854,0.52156,0.49728,0.51415,0.50338,0.51883,0.49711,0.49937,0.48937,0.47451,0.45625,0.4471,0.45164,0.4543,0.42824,0.42967,0.41398,0.39991,0.38339,0.36198,0.33722,0.32403,0.26911,0.23862,0.22537,0.12192,0.045133,0.0027254,1.0292e-07,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-5.3651e-43,-1.1847e-42,-2.2239e-42,-5.3467e-42,-1.1327e-41,-3.2483e-41,-8.012e-41,-5.6266e-40,-1.8304e-39,3.4427e-24,7.2724e-14,1.035e-07,0.0014567,0.022839,0.078375,0.13689,0.1672,0.20157,0.23414,0.2493,0.26788,0.27727,0.28675,0.28035,0.30083,0.30412,0.31026,0.30891,0.33054,0.34485,0.35266,0.33121,0.33736,0.35727,0.36549,0.36954,0.36916,0.37547,0.36993,0.38659,0.38789,0.36492,0.37612,0.3718,0.36363,0.36907,0.3716,0.3568,0.35205,0.34982,0.3543,0.34371,0.34361,0.3203,0.31169,0.30099,0.28008,0.27575,0.28269,0.27062,0.2692,0.25401,0.2251,0.1964,0.18041,0.11896,0.090997,0.026309,0.00095988,1.774e-07,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
-8.5411e-43,-1.8551e-42,-4.3781e-42,-9.0108e-42,-2.62e-41,-7.2938e-41,-2.2424e-40,5.5041e-34,1.9495e-17,9.957e-12,3.3499e-07,0.00046465,0.011263,0.056857,0.075341,0.11423,0.1492,0.16361,0.17685,0.19443,0.19442,0.17986,0.21312,0.18523,0.23069,0.21538,0.22189,0.23514,0.22643,0.26475,0.26228,0.26435,0.26221,0.25176,0.2603,0.27271,0.27183,0.26643,0.27662,0.28304,0.26799,0.27784,0.26207,0.27131,0.28364,0.2463,0.26807,0.26377,0.23669,0.26095,0.26433,0.2504,0.24549,0.25453,0.25266,0.22729,0.23525,0.20852,0.18862,0.19026,0.18578,0.19696,0.19552,0.16793,0.14585,0.11846,0.1075,0.04531,0.015789,0.0007303,2.1472e-07,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
