-1.1174e-43,-1.2192e-43,-1.6831e-43,-2.718e-43,-6.203e-43,-1.8821e-42,1.2578e-22,-7.0767e-10,-4.3152e-05,-0.0018131,-0.0014553
-3.4957e-43,-3.9045e-43,-5.5377e-43,-9.6456e-43,-2.7912e-42,-1.1921e-41,-1.0811e-10,-1.3322e-07,0.00087706,-0.0014699,-0.0022621
-1.2351e-42,-1.4318e-42,-2.0298e-42,-4.1936e-42,-1.4473e-41,9.3298e-21,-7.319e-09,-0.00062087,0.0014886,-0.0012312,0.0014225
-5.0851e-42,-5.8458e-42,-9.3876e-42,-2.509e-41,-1.2427e-40,-8.8899e-10,-4.8476e-05,-0.00082417,0.00086009,0.0030157,-0.0018062
-2.5542e-41,-3.0986e-41,-5.5672e-41,-2.0053e-40,-6.5884e-10,-5.9275e-06,0.0043313,0.0087265,0.0010051,-0.0013472,-0.0026606
-1.6834e-40,-2.2013e-40,-4.7703e-40,3.7608e-16,-1.1099e-06,0.0031818,0.012837,0.0065693,0.0050019,-0.0050437,-0.0042535
-1.654e-39,-2.489e-39,-7.0655e-39,-3.4722e-07,0.008368,0.039852,0.046743,0.010972,-0.00067232,-0.0016724,4.266e-05
-3.1605e-38,-5.6314e-38,-7.3158e-07,0.02567,0.068695,0.071689,0.04352,0.0070192,0.0023856,-0.0011681,0.00049969
2.9456e-36,0.01635,0.13277,0.16979,0.14476,0.10821,0.037604,0.014827,0.0089396,-0.0001934,-0.0039376
0.625,0.529,0.42032,0.31573,0.22088,0.11198,0.048337,0.026527,0.01525,-0.0015422,-0.0017526
1.25,1.0609,0.67442,0.43567,0.24654,0.12574,0.061671,0.021964,0.0089161,0.0036968,-0.0014099
2.625,1.7282,0.94516,0.52943,0.28081,0.12349,0.078409,0.032576,0.010104,0.0011887,-0.0030663
3.5,2.2346,1.1255,0.56551,0.28729,0.15368,0.082496,0.025761,0.017888,0.0019262,-0.00044258
4.875,2.8571,1.2541,0.58281,0.29874,0.17105,0.07906,0.038935,0.017785,0.0037223,-0.0034531
6,3.3421,1.3226,0.60085,0.33013,0.18552,0.086888,0.039295,0.015223,0.0036266,0.00027437
7.375,3.615,1.325,0.62316,0.33603,0.19109,0.087714,0.034977,0.0051769,0.0059013,-0.0032898
9.719,3.8446,1.3557,0.66771,0.35101,0.1809,0.094918,0.046372,0.011406,-0.00024721,-0.0046113
12,4.1396,1.4471,0.68852,0.35161,0.18595,0.092072,0.029272,0.0079663,0.0040229,-0.0037539
12.5,4.5167,1.5633,0.69032,0.37364,0.17965,0.091053,0.03876,0.018509,0.0075883,-0.0040806
12.5,4.7707,1.6308,0.73592,0.36809,0.1845,0.084175,0.031914,0.017893,0.0020333,-0.0011107
12.75,4.7326,1.6334,0.74276,0.35833,0.19127,0.091902,0.034379,0.0061377,-0.0038214,-0.001117
12.5,4.7385,1.5993,0.7273,0.36757,0.19742,0.0954,0.036491,0.0098688,0.00035861,-0.003439
12.614,4.5007,1.5428,0.7091,0.36395,0.18899,0.099097,0.034534,0.001308,0.0017862,0.0021018
12,4.1245,1.4584,0.67846,0.34518,0.20353,0.086844,0.029634,0.012635,0.0026067,0.0011766
10.071,3.8277,1.3646,0.64249,0.36178,0.18944,0.085055,0.032059,0.0070596,0.0067265,-0.00094303
7.375,3.6071,1.3181,0.63523,0.32182,0.19057,0.081916,0.038069,0.021248,0.00027945,-0.0013633
6.237,3.3431,1.3197,0.61482,0.31195,0.18615,0.081003,0.042063,0.017739,-0.00044445,-0.0016348
4.875,2.8715,1.2716,0.57115,0.31473,0.16549,0.089879,0.032549,0.0016918,0.0044158,7.3429e-05
3.5,2.2599,1.1428,0.58056,0.27715,0.14733,0.085554,0.035871,0.006616,0.0058122,-0.00069764
2.625,1.7259,0.93429,0.5146,0.27066,0.14164,0.070935,0.033884,0.010907,-0.0044398,-0.0024056
1.25,1.0484,0.68662,0.45096,0.261,0.12147,0.064603,0.035475,0.0065582,0.00049514,-0.0028317
0.625,0.50872,0.41375,0.30609,0.21363,0.13318,0.048016,0.022852,0.011122,-0.0009483,-0.0054739
-0,0.021145,0.1287,0.16859,0.15601,0.1057,0.048313,0.010528,-0.0019185,0.0006605,-0.0006123
-0,-0,-4.4275e-07,0.028256,0.065683,0.07516,0.045834,0.014444,0.0015163,0.00053141,-0.0015481
-0,-0,-0,-1.0762e-06,0.0088356,0.045178,0.041256,0.011677,0.0051303,-0.0024235,0.00147
-0,-0,-0,9.8657e-17,-7.7262e-07,0.0043578,0.018831,0.01594,0.0010244,-0.002392,-0.0022127
-0,-0,-0,-0,4.7902e-16,-1.0744e-06,0.0010213,0.0094657,0.006469,0.002594,-0.003233
-0,-0,-0,-0,-0,-1.3065e-08,6.3899e-05,0.0040981,0.00015323,-0.0021793,-0.00043171
-0,-0,-0,-0,-0,-1.5875e-10,-2.3429e-08,-0.0013193,0.0012084,-0.00064101,-0.0018285
-0,-0,-0,-0,-0,-0,-1.2546e-10,-1.6746e-07,-0.00040253,-0.00018956,-0.0017384
-0,-0,-0,-0,-0,-0,9.3206e-25,-2.2078e-09,-1.779e-05,0.00034408,-0.0010915
